last_name, first_name,year,b_ab,b_home_run,batting_avg,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,
Owings, Chris,2017,362,12,.268,.241,.371,.284,.276,.131,86.6,12.4,
Phegley, Josh,2017,149,3,.201,.246,.421,.310,.296,.175,85.2,19.4,
Piscotty, Stephen,2017,341,9,.235,.251,.418,.349,.362,.167,86.1,10.4,
Pollock, AJ,2017,425,14,.266,.292,.467,.357,.354,.175,87.9,8.2,
Rickard, Joey,2017,261,4,.241,.233,.326,.265,.270,.093,83.3,15.2,
Schimpf, Ryan,2017,165,14,.158,.170,.409,.307,.294,.240,86.1,29.8,
Seager, Kyle,2017,578,27,.249,.262,.491,.353,.338,.229,88.3,20.9,
Taylor, Michael A.,2017,399,19,.271,.235,.428,.307,.289,.194,87.5,12.4,
Voit, Luke,2017,114,4,.246,.259,.489,.345,.319,.229,91.4,11.7,
Zunino, Mike,2017,387,25,.251,.220,.463,.329,.304,.243,90.3,20.5,
Goins, Ryan,2017,418,9,.237,.215,.315,.270,.275,.100,86.3,9.9,
Adams, Lane,2017,109,5,.275,.257,.478,.343,.323,.221,85.1,13.3,
Carpenter, Matt,2017,497,23,.241,.258,.496,.388,.402,.238,89.9,22.7,
Dickerson, Corey,2017,588,27,.282,.259,.445,.320,.304,.186,87.1,13.9,
Dozier, Brian,2017,617,34,.271,.249,.481,.352,.341,.233,87.9,16.7,
Garneau, Dustin,2017,112,2,.188,.200,.299,.264,.283,.100,83.5,21.4,
Saladino, Tyler,2017,253,0,.178,.193,.255,.243,.269,.061,84.9,13.2,
Vargas, Kennys,2017,241,11,.253,.228,.399,.300,.292,.171,86.2,11.3,
Contreras, Willson,2017,377,21,.276,.268,.493,.364,.351,.225,88.2,6.9,
Gyorko, Jedd,2017,426,20,.272,.236,.431,.324,.312,.195,86.4,15.5,
Iglesias, Jose,2017,463,6,.255,.261,.335,.282,.295,.074,82.9,8.6,
Travis, Devon,2017,185,5,.259,.292,.490,.347,.323,.198,87.6,13.9,
Hechavarria, Adeiny,2017,330,8,.261,.271,.408,.308,.301,.137,87.8,9.8,
Torreyes, Ronald,2017,315,3,.292,.249,.312,.267,.278,.063,81.5,8.8,
Osuna, Jose,2017,215,7,.233,.258,.412,.306,.294,.154,87.2,7.2,
Garcia, Willy,2017,105,2,.238,.219,.341,.291,.296,.122,87.7,10.2,
Bryant, Kris,2017,549,29,.295,.261,.502,.380,.383,.241,87.1,17.2,
Canha, Mark,2017,173,5,.208,.221,.377,.284,.274,.157,88.1,19.8,
Castellanos, Nick,2017,614,26,.272,.294,.554,.381,.344,.260,89.1,14.2,
Cowart, Kaleb,2017,102,3,.225,.237,.372,.309,.327,.135,85.1,6.7,
DeShields, Delino,2017,376,6,.269,.213,.315,.282,.303,.102,83.7,11.5,
Drury, Brandon,2017,445,13,.267,.263,.424,.321,.314,.162,87.9,7.6,
Gamel, Ben,2017,509,11,.275,.253,.383,.302,.303,.130,86.3,11,
Healy, Ryon,2017,576,25,.271,.257,.457,.323,.292,.200,88.5,12.8,
Jones, JaCoby,2017,141,3,.170,.176,.304,.247,.246,.128,86,9.1,
Judge, Aaron,2017,542,52,.284,.284,.653,.446,.425,.369,94.9,15.8,
Machado, Manny,2017,630,33,.259,.288,.528,.372,.342,.241,91.3,13.6,
Parker, Jarrett,2017,166,4,.247,.234,.421,.301,.282,.187,86.7,10.2,
Pederson, Joc,2017,273,11,.212,.242,.438,.348,.356,.196,90.1,10.2,
Realmuto, J.T.,2017,532,17,.278,.284,.453,.344,.340,.170,88.1,10.1,
Renfroe, Hunter,2017,445,26,.231,.231,.437,.311,.285,.207,87.9,15.2,
Robinson, Drew,2017,107,6,.224,.218,.466,.333,.308,.249,87.3,14.3,
Rosario, Eddie,2017,542,27,.290,.271,.486,.341,.312,.215,87.2,13.3,
Rutledge, Josh,2017,107,0,.224,.238,.309,.283,.309,.070,87.2,1.6,
Simmons, Andrelton,2017,589,14,.278,.267,.388,.315,.323,.121,86.2,7.9,
Toles, Andrew,2017,96,5,.271,.265,.481,.339,.309,.216,85.7,6.7,
Yelich, Christian,2017,602,18,.282,.292,.468,.370,.380,.176,90.7,4.6,
Merrifield, Whit,2017,587,19,.288,.282,.467,.340,.321,.185,87.6,16.4,
Bogaerts, Xander,2017,571,10,.273,.252,.346,.300,.325,.094,87.3,7.9,
Bonifacio, Jorge,2017,384,17,.255,.252,.455,.333,.318,.203,87.6,14.6,
Hanson, Alen,2017,217,4,.221,.212,.295,.250,.257,.084,84,10.3,
Polanco, Jorge,2017,488,13,.256,.247,.374,.302,.308,.127,85,16.2,
Sano, Miguel,2017,424,28,.264,.240,.493,.349,.331,.253,92.3,13.1,
Difo, Wilmer,2017,332,5,.271,.274,.382,.307,.324,.109,84.5,6.7,
Calhoun, Kole,2017,569,19,.244,.250,.415,.332,.341,.165,88.3,12.3,
Duvall, Adam,2017,587,31,.249,.229,.433,.310,.287,.203,87.3,21,
Eaton, Adam,2017,91,2,.297,.246,.396,.339,.356,.150,87.1,7.8,
Garcia, Greg,2017,241,2,.253,.260,.341,.329,.374,.080,84.3,8.9,
Gattis, Evan,2017,300,12,.263,.285,.467,.346,.333,.183,87.9,17.7,
Schebler, Scott,2017,473,30,.233,.266,.504,.359,.339,.238,89.1,11.7,
Brugman, Jaycob,2017,143,3,.266,.236,.327,.294,.323,.090,87,7.2,
Kiermaier, Kevin,2017,380,15,.276,.238,.383,.303,.305,.145,86.9,8.1,
Knapp, Andrew,2017,171,3,.257,.239,.363,.318,.354,.124,88.9,4.6,
Riddle, JT,2017,228,3,.250,.245,.364,.286,.286,.119,85.7,6.4,
Alfaro, Jorge,2017,107,5,.318,.261,.472,.334,.306,.211,88.1,8.2,
Baez, Javier,2017,469,23,.273,.241,.432,.299,.289,.190,87.9,10.2,
Bird, Greg,2017,147,9,.190,.205,.457,.327,.305,.252,90.1,20.8,
Hedges, Austin,2017,387,18,.214,.200,.350,.259,.250,.150,87.7,17.8,
Lindor, Francisco,2017,651,33,.273,.286,.513,.368,.350,.227,89,14.5,
Odor, Rougned,2017,607,30,.204,.233,.412,.297,.280,.179,89.1,15.8,
Slater, Austin,2017,117,3,.282,.246,.361,.296,.306,.115,87.5,1.6,
Story, Trevor,2017,503,24,.239,.219,.412,.302,.291,.193,89.4,19.2,
Sanchez, Gary,2017,471,33,.278,.290,.545,.386,.358,.255,90.8,13.2,
Cuthbert, Cheslor,2017,143,2,.231,.224,.342,.268,.268,.118,85.8,12,
Kepler, Max,2017,511,19,.243,.247,.381,.308,.317,.134,88.8,13.2,
Franco, Maikel,2017,575,24,.230,.252,.408,.312,.305,.156,88.9,11.5,
Bradley Jr., Jackie,2017,482,17,.245,.248,.416,.326,.329,.167,88.2,9.5,
Motter, Taylor,2017,258,7,.198,.241,.372,.295,.297,.131,87.1,12.4,
La Stella, Tommy,2017,125,5,.288,.262,.408,.349,.373,.146,87.5,14,
Candelario, Jeimer,2017,127,3,.283,.254,.408,.328,.333,.154,86.7,13.4,
Ahmed, Nick,2017,167,6,.251,.241,.352,.277,.288,.111,84.7,9.9,
Barnes, Austin,2017,218,8,.289,.286,.438,.374,.406,.152,88.2,9.6,
Bell, Josh,2017,549,26,.255,.266,.440,.341,.344,.174,87.7,8.6,
Betts, Mookie,2017,628,24,.264,.281,.447,.351,.362,.166,88.4,14.2,
Fisher, Derek,2017,146,5,.212,.240,.374,.316,.333,.134,89,5.2,
Panik, Joe,2017,511,10,.288,.257,.379,.313,.325,.123,85,11.5,
Smith, Mallex,2017,256,2,.270,.220,.280,.260,.287,.061,81.2,7,
Spangenberg, Cory,2017,444,13,.264,.238,.377,.299,.301,.139,87.1,9.9,
Tomlinson, Kelby,2017,194,1,.258,.239,.294,.280,.320,.055,83.3,6.6,
Zimmer, Bradley,2017,299,8,.241,.242,.415,.319,.314,.173,89.1,8.2,
Arcia, Orlando,2017,506,15,.277,.253,.371,.293,.304,.119,85.8,6.8,
Tapia, Raimel,2017,160,2,.288,.262,.346,.291,.307,.084,81.2,13.2,
Peraza, Jose,2017,487,5,.259,.291,.375,.312,.328,.084,82.8,11.1,
Marte, Ketel,2017,223,5,.260,.300,.434,.358,.383,.135,87.6,8,
Nimmo, Brandon,2017,177,5,.260,.262,.438,.359,.381,.175,89.2,10,
Peterson, Jace,2017,186,2,.215,.245,.384,.323,.346,.139,86.5,5.4,
Turner, Trea,2017,412,11,.284,.288,.448,.346,.343,.159,89.1,7.1,
Smith, Kevan,2017,276,4,.283,.268,.386,.301,.297,.118,85.7,5.2,
Collins, Tyler,2017,150,5,.193,.210,.380,.295,.294,.170,89.9,14.8,
Rua, Ryan,2017,129,3,.217,.215,.352,.286,.292,.137,84.9,11.7,
Pillar, Kevin,2017,587,16,.256,.271,.406,.316,.316,.135,85.9,13.2,
Rivera, T.J.,2017,214,5,.290,.260,.377,.300,.304,.117,84.4,14.7,
Ramirez, Jose,2017,585,29,.318,.307,.496,.369,.365,.189,88.2,15,
Bregman, Alex,2017,556,19,.284,.280,.450,.347,.350,.170,87.5,16.3,
Gallo, Joey,2017,449,41,.209,.224,.558,.380,.345,.334,93.3,23,
Russell, Addison,2017,352,12,.239,.253,.412,.314,.317,.159,88.1,14.7,
Seager, Corey,2017,539,22,.295,.301,.527,.388,.382,.226,89.7,11,
Williams, Nick,2017,313,12,.288,.270,.439,.335,.327,.169,88.1,7.8,
Winker, Jesse,2017,121,7,.298,.287,.461,.361,.365,.175,88,8.1,
Mazara, Nomar,2017,554,20,.253,.252,.426,.324,.322,.175,89,11.3,
Plawecki, Kevin,2017,100,3,.260,.281,.433,.357,.385,.152,87.2,8,
Reynolds, Matt,2017,113,1,.230,.206,.287,.273,.306,.081,86.6,7.8,
Garcia, Adonis,2017,173,5,.237,.258,.385,.302,.297,.128,87.4,6.3,
Torrens, Luis,2017,123,0,.163,.229,.319,.273,.303,.090,86,4.8,
Robertson, Daniel,2017,218,5,.206,.185,.303,.276,.294,.118,85.8,8.3,
Swanson, Dansby,2017,488,6,.232,.249,.351,.303,.332,.101,87,8.5,
Taylor, Chris,2017,514,21,.288,.275,.458,.349,.344,.183,86.9,12.1,
Correa, Carlos,2017,422,24,.315,.318,.556,.404,.396,.238,90.3,9.1,
Buxton, Byron,2017,462,16,.253,.241,.395,.305,.305,.154,88.1,15,
Powell, Boog,2017,117,3,.282,.226,.319,.285,.311,.094,85.8,11.4,
Moroff, Max,2017,120,3,.200,.202,.335,.289,.305,.132,84.8,15.2,
Olson, Matt,2017,189,24,.259,.259,.591,.395,.354,.333,92.2,17.4,
Maxwell, Bruce,2017,219,3,.237,.226,.357,.304,.321,.131,88.5,7.1,
Margot, Manuel,2017,487,13,.263,.265,.382,.311,.319,.118,85.3,10.4,
Camargo, Johan,2017,241,4,.299,.267,.403,.304,.301,.137,88.1,9.5,
Kivlehan, Patrick,2017,178,9,.208,.196,.362,.290,.294,.165,86.6,10.4,
Arroyo, Christian,2017,125,3,.192,.237,.340,.281,.291,.103,87.4,3.9,
Conforto, Michael,2017,373,27,.279,.267,.535,.386,.376,.268,89.1,13.6,
Frazier, Adam,2017,406,6,.276,.283,.397,.333,.353,.114,85.8,9.2,
Jones, Ryder,2017,150,2,.173,.170,.267,.224,.242,.097,85.9,18,
Puig, Yasiel,2017,499,28,.263,.268,.483,.358,.354,.215,88.4,10.6,
Soler, Jorge,2017,97,2,.144,.174,.310,.259,.271,.137,89,19.6,
Heredia, Guillermo,2017,386,6,.249,.246,.332,.293,.316,.086,84.6,10.2,
Tomas, Yasmany,2017,166,8,.241,.239,.485,.333,.297,.246,91.4,9.1,
Frazier, Clint,2017,134,4,.231,.233,.437,.304,.272,.204,88.7,13.8,
Pinder, Chad,2017,282,15,.238,.249,.506,.347,.306,.257,89.4,12.3,
Anderson, Tim,2017,587,17,.257,.249,.394,.288,.269,.145,85.7,8,
Asuaje, Carlos,2017,307,4,.270,.236,.337,.288,.304,.102,84.5,14.3,
Bellinger, Cody,2017,480,39,.267,.256,.544,.369,.345,.289,90.8,17.7,
Engel, Adam,2017,301,6,.166,.184,.291,.245,.252,.107,83.2,14.7,
Mancini, Trey,2017,543,24,.293,.271,.491,.347,.320,.220,88.6,7.3,
Smith, Dominic,2017,167,9,.198,.247,.456,.333,.311,.210,89.7,10.2,
Valaika, Pat,2017,182,13,.258,.230,.398,.280,.257,.168,85.4,17.2,
Cordoba, Allen,2017,202,4,.208,.235,.337,.289,.308,.102,82.3,9.8,
Rosario, Amed,2017,165,4,.248,.227,.315,.251,.250,.088,84.3,7.2,
Benintendi, Andrew,2017,573,20,.271,.271,.446,.346,.354,.175,87.5,14.7,
Granite, Zack,2017,93,1,.237,.280,.333,.320,.360,.053,84.1,7.6,
Albies, Ozzie,2017,217,6,.286,.284,.462,.354,.354,.178,87.3,15.9,
Devers, Rafael,2017,222,10,.284,.231,.424,.305,.289,.193,89.8,8.1,
Diaz, Aledmys,2017,286,7,.259,.267,.382,.297,.298,.115,85.7,12,
Diaz, Yandy,2017,156,0,.263,.277,.383,.340,.369,.106,91.5,0,
Chapman, Matt,2017,290,14,.234,.226,.453,.327,.306,.227,90.1,19.9,
Hoskins, Rhys,2017,170,18,.259,.260,.564,.403,.397,.304,90.9,18.4,
Schwarber, Kyle,2017,422,30,.211,.225,.490,.349,.328,.265,89.6,18.6,
DeJong, Paul,2017,417,25,.285,.266,.495,.340,.308,.229,86.5,17.9,
Moncada, Yoan,2017,199,8,.231,.225,.391,.323,.332,.166,88.5,12.3,
Happ, Ian,2017,364,24,.253,.248,.484,.342,.325,.236,88.5,13.1,
Ortiz, David,2016,537,38,.315,.314,.641,.434,.405,.327,93.2,16.8,
Rodriguez, Alex,2016,225,9,.200,.217,.394,.289,.267,.178,89.8,10.7,
Beltre, Adrian,2016,583,32,.300,.298,.523,.379,.358,.225,90.1,14.5,
Beltran, Carlos,2016,552,29,.295,.272,.440,.328,.317,.168,90.2,12.6,
Werth, Jayson,2016,525,21,.244,.247,.422,.339,.342,.175,91.3,14.9,
Pierzynski, A.J.,2016,247,2,.219,.250,.357,.281,.277,.107,87.6,7.3,
Rollins, Jimmy,2016,149,2,.221,.206,.287,.261,.281,.081,84.8,11.4,
Uribe, Juan,2016,238,7,.206,.265,.422,.327,.317,.158,88.1,10.1,
Suzuki, Ichiro,2016,327,1,.291,.274,.344,.313,.341,.070,84.3,7.4,
Martinez, Victor,2016,553,27,.289,.288,.510,.368,.352,.222,90,15.5,
Utley, Chase,2016,512,14,.252,.261,.393,.319,.328,.132,87.6,12.1,
Pujols, Albert,2016,593,31,.268,.286,.530,.373,.344,.243,91.6,11.7,
Byrd, Marlon,2016,115,5,.270,.241,.400,.308,.307,.158,87.1,17.1,
Holliday, Matt,2016,382,20,.246,.265,.463,.352,.341,.198,93.1,8.6,
Teixeira, Mark,2016,387,15,.204,.225,.410,.318,.311,.185,88.4,12.8,
Mauer, Joe,2016,494,11,.261,.286,.460,.368,.386,.174,89.8,3.7,
Morneau, Justin,2016,203,6,.261,.239,.359,.285,.286,.120,90.2,9.4,
Cabrera, Miguel,2016,595,38,.316,.335,.677,.453,.412,.343,93.6,12.3,
Gonzalez, Adrian,2016,568,18,.285,.272,.424,.331,.339,.152,88.2,9.6,
Phillips, Brandon,2016,550,11,.291,.263,.378,.298,.296,.115,86.4,10.2,
Infante, Omar,2016,134,0,.239,.266,.330,.287,.308,.064,85.9,13.4,
Reyes, Jose,2016,255,8,.267,.252,.378,.307,.315,.126,85.2,17.6,
Ross, David,2016,166,10,.229,.224,.438,.336,.344,.214,87.3,16.1,
Crisp, Coco,2016,446,13,.231,.246,.361,.303,.318,.115,85.5,13.7,
Peralta, Jhonny,2016,289,8,.260,.255,.437,.322,.304,.182,87.6,13.6,
Loney, James,2016,343,9,.265,.274,.389,.309,.316,.115,87.5,13,
Mathis, Jeff,2016,126,2,.238,.218,.291,.242,.248,.073,88.1,15,
Choo, Shin-Soo,2016,178,7,.242,.276,.505,.387,.388,.229,92.1,10.3,
Rivera, Rene,2016,185,6,.222,.228,.356,.287,.299,.128,86,10.5,
Francoeur, Jeff,2016,307,7,.254,.235,.362,.284,.282,.127,87.9,8.5,
Upton, B.J.,2016,492,20,.238,.236,.397,.301,.290,.161,88.3,9.2,
Molina, Yadier,2016,534,8,.307,.283,.427,.338,.339,.144,87.8,9.4,
Navarro, Dioner,2016,304,6,.207,.204,.287,.253,.266,.084,84.9,17.4,
Fielder, Prince,2016,326,8,.212,.248,.394,.323,.330,.146,88.9,11.3,
Cano, Robinson,2016,655,39,.298,.286,.487,.355,.340,.202,90.2,11.5,
Encarnacion, Edwin,2016,601,42,.263,.264,.533,.383,.361,.269,90.8,15.8,
Hardy, J.J.,2016,405,9,.269,.260,.392,.308,.305,.132,90.1,12.4,
Howard, Ryan,2016,331,25,.196,.244,.536,.354,.303,.293,92,16.7,
Gutierrez, Franklin,2016,248,14,.246,.249,.490,.361,.338,.241,92.2,11.4,
Weeks Jr., Rickie,2016,180,9,.239,.271,.548,.387,.358,.276,91.6,11,
Raburn, Ryan,2016,223,9,.220,.198,.347,.287,.292,.149,90.3,11.5,
Johnson, Kelly,2016,304,10,.247,.262,.406,.322,.323,.145,87.6,11.3,
Bautista, Jose,2016,423,22,.234,.255,.439,.366,.386,.184,91.5,14.6,
Jones, Adam,2016,619,29,.265,.269,.473,.339,.316,.204,88.8,14.6,
Aybar, Erick,2016,415,3,.243,.235,.294,.269,.300,.059,85,6.1,
Hill, Aaron,2016,378,10,.262,.265,.370,.318,.340,.105,86.7,15.8,
Martin, Russell,2016,455,20,.231,.225,.416,.332,.333,.191,89.2,10,
Wright, David,2016,137,7,.226,.237,.529,.381,.361,.293,92,20.9,
Blanco, Andres,2016,190,4,.253,.242,.338,.293,.309,.096,88.5,6.4,
Granderson, Curtis,2016,545,30,.237,.249,.434,.341,.348,.185,87.8,18.7,
Ruiz, Carlos,2016,201,3,.264,.265,.388,.338,.366,.123,87.9,12.5,
Pagan, Angel,2016,495,12,.277,.291,.402,.332,.346,.110,85.7,12.5,
Davis, Rajai,2016,454,12,.249,.247,.360,.296,.305,.113,86.5,14.5,
Ramirez, Hanley,2016,549,30,.286,.267,.477,.355,.347,.209,90.6,9.3,
Morales, Kendrys,2016,558,30,.263,.290,.559,.392,.355,.269,92.8,11.4,
Kendrick, Howie,2016,487,8,.255,.271,.422,.339,.344,.150,90.4,1.7,
Napoli, Mike,2016,557,34,.239,.223,.471,.344,.323,.248,89.6,18.4,
Wilson, Bobby,2016,228,7,.237,.220,.324,.260,.258,.103,85.3,14.6,
Kinsler, Ian,2016,618,28,.288,.266,.419,.328,.328,.154,87.2,18.4,
McCann, Brian,2016,429,20,.242,.251,.436,.341,.343,.185,88.9,19,
Walker, Neil,2016,412,23,.282,.274,.494,.359,.343,.220,89.1,18.1,
Suzuki, Kurt,2016,345,8,.258,.251,.369,.295,.296,.119,87.3,14.5,
Desmond, Ian,2016,625,22,.285,.263,.431,.328,.317,.168,90.7,4.8,
Cruz, Nelson,2016,589,43,.287,.281,.594,.401,.358,.313,94.6,11.2,
Jaso, John,2016,380,8,.268,.266,.403,.339,.354,.137,86.4,7.9,
Trumbo, Mark,2016,613,47,.256,.270,.551,.374,.330,.281,92.8,15.1,
Peralta, David,2016,171,4,.251,.242,.363,.286,.287,.121,89,8.4,
Escobar, Alcides,2016,637,7,.261,.248,.327,.271,.281,.079,84,9.4,
Jay, Jon,2016,347,2,.291,.259,.347,.296,.309,.088,86.1,7.1,
Prado, Martin,2016,600,8,.305,.289,.380,.323,.345,.090,87.9,8.9,
Duda, Lucas,2016,153,7,.229,.264,.484,.355,.338,.220,89.8,15.2,
Wieters, Matt,2016,423,17,.243,.259,.443,.330,.317,.185,88,16.2,
Longoria, Evan,2016,633,36,.273,.273,.545,.368,.322,.272,90.8,18.2,
Cozart, Zack,2016,464,16,.252,.244,.369,.298,.302,.126,86.3,15.4,
Barney, Darwin,2016,279,4,.269,.252,.340,.294,.310,.088,86,10.5,
Guyer, Brandon,2016,293,9,.266,.257,.378,.337,.366,.121,87.3,14,
Rodriguez, Sean,2016,300,18,.270,.236,.472,.341,.323,.236,90.3,13.3,
Lobaton, Jose,2016,99,3,.232,.261,.445,.347,.350,.183,89.6,8.1,
Reynolds, Mark,2016,393,14,.282,.230,.390,.309,.310,.160,87.9,12.2,
Davis, Chris,2016,566,38,.221,.220,.492,.355,.334,.272,91.1,17.2,
Aviles, Mike,2016,167,1,.210,.249,.311,.275,.296,.061,85.9,7.1,
Orlando, Paulo,2016,457,5,.302,.289,.420,.324,.319,.132,89.6,8.3,
Zobrist, Ben,2016,523,18,.272,.278,.422,.362,.395,.144,89.1,9.5,
Fowler, Dexter,2016,456,13,.276,.259,.414,.358,.382,.155,88,12.5,
Flowers, Tyler,2016,281,8,.270,.249,.448,.349,.344,.199,93.3,12.8,
Headley, Chase,2016,467,14,.253,.247,.391,.320,.329,.143,87.3,11.8,
Drew, Stephen,2016,143,8,.266,.279,.497,.365,.355,.218,89.7,18.6,
Smith, Seth,2016,378,16,.249,.270,.483,.368,.363,.213,89.6,8.4,
Lind, Adam,2016,401,20,.239,.258,.473,.333,.305,.215,91.2,10.9,
Pence, Hunter,2016,395,13,.289,.269,.433,.347,.346,.164,91,5.5,
Span, Denard,2016,572,11,.266,.282,.391,.331,.349,.109,86,6.7,
Hanigan, Ryan,2016,105,1,.171,.181,.238,.222,.242,.057,82.3,7.8,
Cabrera, Asdrubal,2016,521,23,.280,.255,.428,.323,.315,.173,88.9,15.6,
Ellsbury, Jacoby,2016,551,9,.263,.273,.367,.317,.339,.095,86.9,10.7,
Tulowitzki, Troy,2016,492,24,.254,.269,.502,.361,.334,.233,90,14.2,
Robinson, Shane,2016,98,1,.173,.204,.256,.251,.284,.052,83.8,10.4,
Johnson, Chris,2016,243,5,.222,.259,.397,.312,.316,.138,90.6,11.5,
Blackmon, Charlie,2016,578,29,.324,.300,.489,.368,.361,.190,87.7,15.2,
Blanco, Gregor,2016,241,1,.224,.228,.314,.282,.317,.085,85.1,12.9,
Frazier, Todd,2016,590,40,.225,.226,.436,.322,.305,.210,89.1,20.5,
Ellis, A.J.,2016,171,2,.216,.243,.363,.306,.326,.120,86.9,14.6,
Iannetta, Chris,2016,295,7,.210,.233,.375,.316,.327,.142,89.2,15.3,
Maldonado, Martin,2016,208,8,.202,.215,.382,.314,.344,.167,87.6,11.3,
Chirinos, Robinson,2016,147,9,.224,.209,.415,.316,.303,.205,86.1,16.3,
Stewart, Chris,2016,98,1,.214,.215,.278,.274,.320,.064,86,8.8,
Young, Chris,2016,203,9,.276,.234,.391,.311,.315,.157,88.2,21.8,
Markakis, Nick,2016,599,13,.269,.278,.421,.343,.360,.143,90.7,10.7,
Pedroia, Dustin,2016,633,15,.318,.293,.413,.343,.355,.120,88.6,8.6,
Castillo, Welington,2016,416,14,.264,.239,.396,.307,.302,.157,88.8,13,
Bourn, Michael,2016,375,5,.264,.237,.325,.277,.291,.088,85.1,8.3,
Nunez, Eduardo,2016,553,16,.288,.260,.395,.308,.303,.135,89.6,8.4,
Pearce, Steve,2016,264,13,.288,.275,.502,.374,.364,.227,89.9,15.3,
Butler, Billy,2016,250,5,.284,.315,.531,.385,.367,.216,90.3,8.7,
Cain, Lorenzo,2016,397,9,.287,.279,.411,.325,.332,.132,88.6,9.3,
Saltalamacchia, Jarrod,2016,246,12,.171,.170,.348,.294,.291,.178,89.2,21.4,
De Aza, Alejandro,2016,234,6,.205,.249,.390,.324,.338,.141,88,16.1,
McCutchen, Andrew,2016,598,24,.256,.265,.466,.351,.347,.201,89.6,16.5,
Jackson, Austin,2016,181,0,.254,.282,.410,.335,.347,.128,88.3,12.9,
Upton, Justin,2016,570,31,.246,.253,.486,.344,.317,.233,91.3,15.6,
Maybin, Cameron,2016,349,4,.315,.268,.363,.319,.341,.095,87.9,4.6,
Turner, Justin,2016,556,27,.275,.278,.490,.360,.344,.212,90.6,17,
Posey, Buster,2016,539,14,.288,.291,.485,.368,.368,.195,90.5,10,
Jennings, Desmond,2016,200,7,.200,.213,.350,.294,.296,.137,87,11.1,
Espinosa, Danny,2016,516,24,.209,.202,.372,.294,.306,.169,90.1,14.8,
Bruce, Jay,2016,539,33,.250,.250,.473,.335,.311,.223,89,14.8,
Votto, Joey,2016,556,29,.326,.304,.538,.406,.418,.235,89.6,11.6,
Coghlan, Chris,2016,261,6,.188,.215,.338,.295,.318,.123,87.2,7.3,
Rasmus, Colby,2016,369,15,.206,.222,.406,.315,.305,.184,88.5,18.3,
Gardner, Brett,2016,547,7,.261,.258,.354,.321,.350,.096,86.5,7.5,
Saunders, Michael,2016,490,24,.253,.237,.413,.325,.326,.176,90,11.1,
Joyce, Matt,2016,231,13,.242,.231,.430,.368,.399,.199,89.1,13.3,
Hundley, Nick,2016,289,10,.260,.251,.393,.310,.313,.143,90,10.8,
Pennington, Cliff,2016,172,3,.209,.205,.306,.255,.261,.101,85,14.8,
Braun, Ryan,2016,511,30,.305,.285,.476,.358,.351,.191,90,4.6,
Butera, Drew,2016,123,4,.285,.222,.332,.269,.270,.109,85,12.9,
Gordon, Alex,2016,445,17,.220,.231,.428,.329,.323,.197,87.8,15.2,
Reimold, Nolan,2016,203,6,.222,.214,.335,.283,.293,.121,86.6,13.8,
Gimenez, Chris,2016,139,4,.216,.229,.385,.294,.284,.157,87.4,8.7,
Gomez, Carlos,2016,411,13,.231,.215,.353,.283,.285,.138,87.8,11.2,
Moss, Brandon,2016,413,28,.225,.233,.489,.341,.309,.257,88.4,22.6,
Kemp, Matt,2016,623,35,.268,.266,.521,.349,.305,.255,88.2,14.6,
Plouffe, Trevor,2016,319,12,.260,.260,.436,.331,.310,.176,90.1,12.3,
Romine, Andrew,2016,174,2,.236,.258,.350,.307,.325,.092,84.1,7.1,
Andrus, Elvis,2016,506,8,.302,.285,.392,.331,.349,.107,87.4,9,
Petit, Gregorio,2016,204,2,.245,.233,.334,.278,.289,.101,87.2,8.6,
Cervelli, Francisco,2016,326,1,.264,.250,.350,.335,.371,.100,86.5,6.4,
Cabrera, Melky,2016,591,14,.296,.281,.392,.321,.333,.112,89.5,11.2,
Ramos, Wilson,2016,482,22,.307,.281,.486,.356,.333,.205,90.8,4.9,
